number,date,title,location,topic,all instruments,main instrument,other instruments,mood,beard,genre,all styles,main style,other styles,noun,proper noun,length,inKey,tempo,videoID,layerorder,yearmonth,yearweek,datetimemonth,mood_sorted,score,location_grp,mood score
4409,26.01.2021,Gondola Knocks,"Hartford, CT Studio 2",Poetic,"Synths, Acoustic Guitar, Drums, Drum Machine",Synths,"Acoustic Guitar, Drums, Drum Machine",Intense,Shadow,Electro,"Weird, Fun, Bouncy",Weird,"Fun, Bouncy",,,148,D,112,https://youtu.be/PWLhziETFwg,"Background, Location, Topic, Mood, Beard, Instrument",2021-01,2021-04,01.01.2021,07. Intense,,Hartford Studio,
4410,27.01.2021,The Ballad of The Hedge Fund vs. The Edge Lords,"Hartford, CT Studio 2",Internet,"Acoustic Guitar, Bass, Drums",Acoustic Guitar,"Bass, Drums",Pensive,Shadow,Folk,"Wistful, Narrative",Wistful,Narrative,,"GameStop, WallStreetBets",268,C,90,https://youtu.be/nX0smVL8ZeY,"Background, Location, Mood, Topic, Beard, Instrument",2021-01,2021-04,01.01.2021,04. Pensive,,Hartford Studio,
4411,28.01.2021,Airplanes,"Hartford, CT Studio 2",Politics,"Organ, Piano, Drums",Organ,"Piano, Drums",Chill,Shadow,Folk,"Wistful, Frustrated, Funny",Wistful,"Frustrated, Funny",Improv,,181,Am,120,https://youtu.be/h2kJ-c7v03I,"Background, Location, Topic, Mood, Beard, Instrument",2021-01,2021-04,01.01.2021,09. Chill,,Hartford Studio,
4412,29.01.2021,Jewish Lasers From Space,"Hartford, CT Studio 2",Politics,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Intense,Shadow,Electro,"Funny, Weird, Fun, Groovy",Funny,"Weird, Fun, Groovy",NFTs,,157,Fm,116,https://youtu.be/gVoCOLo6ZeU,"Background, Location, Topic, Mood, Beard, Instrument",2021-01,2021-04,01.01.2021,07. Intense,,Hartford Studio,
4413,30.01.2021,Why Do I Love Unicorns?,"Hartford, CT Studio 2",Epiphany,"Synths, Drum Machine",Synths,Drum Machine,Silly,Shadow,Folk,Funny,Funny,,Animals,Unicorns,83,F#,105,https://youtu.be/GUdypOywJt4,"Background, Location, Topic, Mood, Beard, Instrument",2021-01,2021-04,01.01.2021,11. Silly,1,Hartford Studio,1
4414,31.01.2021,Do You Know How To Dance?,"Hartford, CT Studio 2",Life,"Samples, Synths, Drum Machine",Samples,"Synths, Drum Machine",Silly,Shadow,Electro,"Funny, Fun, Anthem",Funny,"Fun, Anthem",,Epiphany and Jupiter,32,B,109,https://youtu.be/5F2rs5125s8,"Background, Location, Mood, Topic, Beard, Instrument",2021-01,2021-05,01.01.2021,11. Silly,1,Hartford Studio,1
4415,01.02.2021,DeepFucking Value,"Hartford, CT Studio 2",Hero,"Acoustic Guitar, Bass, Drums",Acoustic Guitar,"Bass, Drums",Excited,Shadow,Folk,"Funny, Fun, Narrative, Anthem, Catchy",Funny,"Fun, Narrative, Anthem, Catchy",,DeepFuckingValue,119,A,87,https://youtu.be/wirfesg1tUo,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-05,01.02.2021,13. Excited,1,Hartford Studio,1
4416,02.02.2021,Pranksy Talkin' Topshot On Fox News,"Hartford, CT Studio 2",NFTs,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Excited,Shadow,Electro,"Fun, Funny, Driving",Fun,"Funny, Driving",Remix,"TopShot, Pranksy",82,A,102,https://youtu.be/fcLjHKQZDKk,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-05,01.02.2021,13. Excited,1,Hartford Studio,1
4417,03.02.2021,Fend For Myself,"Hartford, CT Studio 2",Poetic,"Synths, Drum Machine, Drums",Synths,"Drum Machine, Drums",Chill,Shadow,Folk,"Wistful, Rough, Rambling",Wistful,"Rough, Rambling",Improv,,119,Ab,136,https://youtu.be/KkQKGfIafW4,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-05,01.02.2021,09. Chill,,Hartford Studio,
4418,04.02.2021,Circus In The Sky,"Hartford, CT Studio 2",Poetic,"Synths, Drums",Synths,Drums,Tired,Shadow,Electro,"Rambling, Rough, Wistful, Fun",Rambling,"Rough, Wistful, Fun",,,80,Bb,78,https://youtu.be/iafTbPeFVhI,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-05,01.02.2021,06. Tired,,Hartford Studio,
4419,05.02.2021,Jim Jordan Trapped In The Digital Thunderdome,"Hartford, CT Studio 2",Politics,"Electric Guitar, Piano, Bass, Drums",Electric Guitar,"Piano, Bass, Drums",Silly,Clean,Rock,"Frustrated, Dreamy, Anthem",Frustrated,"Dreamy, Anthem",Remix,Jim Jordan,68,A,106,https://youtu.be/X2GHgraf9NQ,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-05,01.02.2021,11. Silly,1,Hartford Studio,1
4420,06.02.2021,Is It Easy (No I Wouldn't Say That),"Hartford, CT Studio 2",Poetic,Guitalele,Guitalele,,Pensive,Shadow,Folk,"Wistful, Dreamy, Personal, Rambling",Wistful,"Dreamy, Personal, Rambling",Improv,,163,Ab,85,https://youtu.be/nqFTHMQOmwM,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-05,01.02.2021,04. Pensive,,Hartford Studio,
4421,07.02.2021,An 8 Bit Sea Shanty About CryptoPunks,"Hartford, CT Studio 2",CryptoPunks,"Synths, Drum Machine",Synths,Drum Machine,Silly,Shadow,Sea Shanty,"Fun, Anthem, Groovy",Fun,"Anthem, Groovy",NFTs,"Ethereum, Matt Hall, John Watkinson",116,Ab,98,https://youtu.be/t_q0dmWHt40,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-06,01.02.2021,11. Silly,1,Hartford Studio,1
4422,08.02.2021,Mark Cuban Raps About Crypto Punks,"Hartford, CT Studio 2",CryptoPunks,"Piano, Synths, Drum Machine",Piano,"Synths, Drum Machine",Silly,Shadow,Hip Hop,"Dark, Driving, Fun",Dark,"Driving, Fun",,"Mark Cuban, Red Lion Eye",26,E,74,https://youtu.be/VkAIXH51zlg,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-06,01.02.2021,11. Silly,1,Hartford Studio,1
4423,09.02.2021,Combination Pandemic And Class War,"Hartford, CT Studio 2",Politics,"Electric Guitar, Bass, Drum Machine",Electric Guitar,"Bass, Drum Machine",Anxious,Shadow,Electro,"Funny, Dark",Funny,Dark,Class Warfare,,79,E,100,https://youtu.be/FFFQRDSMdAQ,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-06,01.02.2021,02. Anxious,-1,Hartford Studio,-1
4424,10.02.2021,PlushGator and CurryBot,"Hartford, CT Studio 2",Animals,"Synths, Drum Machine",Synths,Drum Machine,Silly,Shadow,Electro,"Fun, Light, Weird, Dreamy",Fun,"Light, Weird, Dreamy","Robot Voice, Plushy",,69,Dm,139,https://youtu.be/H-3wTMcHvqU,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-06,01.02.2021,11. Silly,1,Hartford Studio,1
4425,11.02.2021,So Many Matts,"Hartford, CT Studio 2",Friend,"Synths, Drum Machine",Synths,Drum Machine,Silly,Shadow,Electro,"Fun, Funny, Light",Fun,"Funny, Light",,Matt Condon,57,C,92,https://youtu.be/8rT1wB4lZ9s,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-06,01.02.2021,11. Silly,1,Hartford Studio,1
4426,12.02.2021,Push,"Hartford, CT Studio 2",Poetic,"Synths, Drum Machine",Synths,Drum Machine,Chill,Shadow,Electro,"Rambling, Fun, Groovy",Rambling,"Fun, Groovy",,,91,E,100,https://youtu.be/z0GeomCeS_4,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-06,01.02.2021,09. Chill,,Hartford Studio,
4427,13.02.2021,When The Devil Goes Free,"Hartford, CT Studio 2",Trump,Electric Guitar,Electric Guitar,,Sad,Shadow,Blues,"Rambling, Rough, Frustrated",Rambling,"Rough, Frustrated",Improv,,183,C,133,https://youtu.be/HQRmX63IrkE,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-06,01.02.2021,00. Angry,-1,Hartford Studio,-1
4428,14.02.2021,Norm MacDonald Had A Farm,"Hartford, CT Studio 2",Twitter,"Synths, Acoustic Guitar, Drum Machine",Synths,"Acoustic Guitar, Drum Machine",Silly,Shadow,Electro,"Light, Funny, Weird, Fun",Light,"Funny, Weird, Fun",,"Norm MacDonald, Ethereum",81,F,120,https://youtu.be/-ROzw5EXHps,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-07,01.02.2021,11. Silly,1,Hartford Studio,1
4429,15.02.2021,What Do You Think?,"Hartford, CT Studio 2",Life,Acoustic Guitar,Acoustic Guitar,,Tired,Shadow,Folk,Rambling,Rambling,,Improv,,167,D,114,https://youtu.be/0uMIQlOlaIA,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-07,01.02.2021,06. Tired,,Hartford Studio,
4430,16.02.2021,The Heart of the Theme Park,"Hartford, CT Studio 2",Poetic,"Synths, Drum Machine",Synths,Drum Machine,Chill,Shadow,Electro,"80s, Dreamy",80s,Dreamy,,,98,A,114,https://youtu.be/O9QUOcMi6n4,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-07,01.02.2021,09. Chill,,Hartford Studio,
4431,17.02.2021,Jon Drinks Water #10000,"Hartford, CT Studio 2",Friend,"Synths, Drum Machine",Synths,Drum Machine,Silly,Shadow,Electro,"Fun, 80s, Funny",Fun,"80s, Funny",,Jon Drinks Water,119,E,95,https://www.youtube.com/watch?v=uS0G8ezIEAc,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-07,01.02.2021,11. Silly,1,Hartford Studio,1
4432,18.02.2021,Take My Bullshit,"Hartford, CT Studio 2",Poetic,"Acoustic Guitar, Harmonica, Bass, Drums",Acoustic Guitar,"Harmonica, Bass, Drums",Chill,Shadow,Folk,"Rambling, Rough",Rambling,Rough,Improv,,206,C,130,https://youtu.be/GmhYQnD4zKk,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-07,01.02.2021,09. Chill,,Hartford Studio,
4433,19.02.2021,That's Right,"Hartford, CT Studio 2",Life,"Electric Guitar, Drums",Electric Guitar,Drums,Funky,Shadow,Rock,"Driving, Fun",Driving,Fun,Improv,,163,C,93,https://youtu.be/elaEn3Hr_88,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-07,01.02.2021,,1,Hartford Studio,1
4434,20.02.2021,An 80s Power Ballad About CryptoPunks 4156 & 6965,"Hartford, CT Studio 2",CryptoPunks,"Electric Guitar, Synths, Drums",Electric Guitar,"Synths, Drums",Excited,Clean,Rock,"Fun, Driving, Groovy, Funny",Fun,"Driving, Groovy, Funny",NFTs,Ethereum,116,G,114,https://youtu.be/60FLzGYjCPY,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-07,01.02.2021,13. Excited,1,Hartford Studio,1
4435,21.02.2021,Stop Me If You,"Avon, CT",Poetic,"Pink Guitar, Bass, Drums",Pink Guitar,"Bass, Drums",Chill,Shadow,Folk,"Wistful, Smooth",Wistful,Smooth,Improv,,187,Bb,90,https://youtu.be/p8ctIld3EU8,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-08,01.02.2021,09. Chill,,Family home,
4436,22.02.2021,If I Had A Penny,"Hartford, CT Studio 2",Poetic,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Pensive,Shadow,Rock,"Driving, Wistful, Dreamy",Driving,"Wistful, Dreamy",Improv,,102,E,80,https://youtu.be/nUCd71etSrk,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-08,01.02.2021,04. Pensive,,Hartford Studio,
4437,23.02.2021,On The Boulevard of the Gymnast Dropout,"Hartford, CT Studio 2",Poetic,"Electric Guitar, Piano, Bass, Drums",Electric Guitar,"Piano, Bass, Drums",Intense,Shadow,Rock,"Bouncy, Groovy, Anthem, Heavy",Bouncy,"Groovy, Anthem, Heavy",,,105,G,81,https://youtu.be/T_284uLeHTE,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-08,01.02.2021,07. Intense,,Hartford Studio,
4438,24.02.2021,More Than Waffles,"Hartford, CT Studio 2",Food,"Synths, Percussion, Drum Machine",Synths,"Percussion, Drum Machine",Intense,Shadow,Electro,"Driving, Anthe, Fun, Light",Driving,"Anthe, Fun, Light",Waffles,,86,F,96,https://youtu.be/97ac8Q-soPI,"Background, Location, Topic, Mood, Beard, Instrument",2021-02,2021-08,01.02.2021,07. Intense,,Hartford Studio,
4439,25.02.2021,If You Don't Mind,"Hartford, CT Studio 2",Poetic,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Chill,Shadow,Rock,"Rambling, Rough",Rambling,Rough,Improv,,227,Bb,119,https://youtu.be/2JgbawFcmHY,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-08,01.02.2021,09. Chill,,Hartford Studio,
4440,26.02.2021,Gimme Some of That Anti Dystopian Buzz ,"Hartford, CT Studio 2",Apocalypse,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Anxious,Shadow,Rock,"Groovy, Rambling, Melody",Groovy,"Rambling, Melody",,,146,Dm,141,https://youtu.be/pmEuDTYxyfw,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-08,01.02.2021,02. Anxious,-1,Hartford Studio,-1
4441,27.02.2021,I'm Not Drinking Enough Water,"Hartford, CT Studio 2",Life,"Acoustic Guitar, Bass, Drums",Acoustic Guitar,"Bass, Drums",Chill,Shadow,Folk,"Rambling, Personal, Delicate ",Rambling,"Personal, Delicate ",Improv,,203,Cm,125,https://youtu.be/g9nNXV8XzdA,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-08,01.02.2021,09. Chill,,Hartford Studio,
4442,28.02.2021,Nobody's Looking,"Hartford, CT Studio 2",Poetic,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Pensive,Shadow,Rock,"Distortion, Wistful, Rambling",Distortion,"Wistful, Rambling",Improv,,206,Dm,134,https://youtu.be/4_IQWzv6F9c,"Background, Location, Mood, Topic, Beard, Instrument",2021-02,2021-09,01.02.2021,04. Pensive,,Hartford Studio,
4443,01.03.2021,You're My Best Friend,"Hartford, CT Studio 2",Animals,"Electric Guitar, Piano, Bass, Drums",Electric Guitar,"Piano, Bass, Drums",Chill,Shadow,Folk,"Rambling, Wistful, Delicate, Fun",Rambling,"Wistful, Delicate, Fun","Cows, Dogs",,179,Am,86,https://youtu.be/29EOXPfaD2U,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-09,01.03.2021,09. Chill,,Hartford Studio,
4444,02.03.2021,Four Chambered Heart,"Hartford, CT Studio 2",Science,"Synths, Drum Machine",Synths,Drum Machine,Intense,Shadow,Electro,"Educational, Fun, Driving",Educational,"Fun, Driving",Scientific Paper,,126,Cm,110,https://youtu.be/KCfGAbpcTfM,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-09,01.03.2021,07. Intense,,Hartford Studio,
4445,03.03.2021,Pizza Is The Best (2021 Version),"Hartford, CT Studio 2",Food,"Electric Guitar, Acoustic Guitar, Bass, Drums",Electric Guitar,"Acoustic Guitar, Bass, Drums",Excited,Shadow,Folk,"Fun, Anthem",Fun,Anthem,Pizza,,154,Bb,132,https://youtu.be/_un-nwGnXgw,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-09,01.03.2021,13. Excited,1,Hartford Studio,1
4446,04.03.2021,The Lost Zombie Punk,"Hartford, CT Studio 2",CryptoPunks,Acoustic Guitar,Acoustic Guitar,,Sad,Clean,Folk,"Lofi, Delicate, Narrative, Dark",Lofi,"Delicate, Narrative, Dark",Zombies,SnowFro,158,C,120,https://youtu.be/b8ZQYiN6tQU,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-09,01.03.2021,00. Angry,-1,Hartford Studio,-1
4447,05.03.2021,Save The Infinite Monkeys,"Hartford, CT Studio 2",Animals,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Happy,Shadow,Rock,"Rambling, Funny",Rambling,Funny,Monkeys,,494,Cm,100,https://youtu.be/NnvdAJjpw7g,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-09,01.03.2021,12. Happy,1,Hartford Studio,1
4448,06.03.2021,Let Them Eat Cake,"Hartford, CT Studio 2",Politics,"Synths, Drum Machine",Synths,Drum Machine,Angry,Shadow,Electro,"Dark, Looming, Scary",Dark,"Looming, Scary",,Kirsten Sinema ,26,G,88,https://youtu.be/KwrzsJJc3e4,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-09,01.03.2021,01. Angry,-1,Hartford Studio,-1
4449,07.03.2021,"Don't Come In Here naked, We're Making NFT History","Hartford, CT Studio 2",NFTs,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Excited,Shadow,Rock,"Funny, Weird, Fun",Funny,"Weird, Fun","Live, Improv","Ethereum, Discord",278,D,80,https://youtu.be/ZqJNjVy0hUk,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-10,01.03.2021,13. Excited,1,Hartford Studio,1
4450,08.03.2021,Those Bombs Are ExPensive For A Dude Who Owes Me $2000,"Hartford, CT Studio 2",Politics,"Synths, Drum Machine",Synths,Drum Machine,Angry,Shadow,Electro,"Fun, Driving",Fun,Driving,War,,36,A,95,https://youtu.be/PuR6RDjQXlM,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-10,01.03.2021,01. Angry,-1,Hartford Studio,-1
4451,09.03.2021,Savannah Guthrie On GMA Making Funof NFTs,"Hartford, CT Studio 2",NFTs,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Confused,Clean,Electro,Funny,Funny,,"Remix, TV",,70,Cm,90,https://youtu.be/T2Sl5BY-4Qk,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-10,01.03.2021,03. Confused,,Hartford Studio,
4452,10.03.2021,Ugly Bastard Aliens,"Hartford, CT Studio 2",CryptoPunks,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Excited,Shadow,Hard Rock,"Funny, Heavy",Funny,Heavy,NFTs,,110,Eb,74,https://youtu.be/DAgiulJ5dE0,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-10,01.03.2021,13. Excited,1,Hartford Studio,1
4453,11.03.2021,What Am I Chopped Liver?,"Hartford, CT Studio 2",Poetic,"Acoustic Guitar, Drums",Acoustic Guitar,Drums,Sad,Shadow,Folk,"Distortion, Driving, Rambling",Distortion,"Driving, Rambling",,,169,Fm,85,https://youtu.be/dhzkyBg-Tlo,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-10,01.03.2021,00. Angry,-1,Hartford Studio,-1
4454,12.03.2021,Moon Cats,"Hartford, CT Studio 2",NFTs,"Acoustic Guitar, Electric Guitar, Bass, Drums",Acoustic Guitar,"Electric Guitar, Bass, Drums",Pensive,Shadow,Folk,"Dreamy, Fun, Good",Dreamy,"Fun, Good",Cats,Mooncats,157,Cm,110,https://youtu.be/8PfNcc1LNhk,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-10,01.03.2021,04. Pensive,,Hartford Studio,
4455,13.03.2021,Edamame,"Hartford, CT Studio 2",Poetic,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Chill,Shadow,Rock,"Driving, Dreamy, Groovy, Good",Driving,"Dreamy, Groovy, Good",Improv,,174,G,137,https://youtu.be/yXxBHaCs9ZQ,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-10,01.03.2021,09. Chill,,Hartford Studio,
4456,14.03.2021,Communities Never Die,"Hartford, CT Studio 2",NFTs,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Pensive,Shadow,Rock,"Dreamy, Rambling",Dreamy,Rambling,"Live, Improv","Ethereum, Discord",277,Cm,118,https://youtu.be/fqdhj1iwDno,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-11,01.03.2021,04. Pensive,,Hartford Studio,
4457,15.03.2021,What The Fuck Just Happened,"Hartford, CT Studio 2",Life,"Acoustic Guitar, Drums",Acoustic Guitar,Drums,Confused,Shadow,Folk,"Distortion, Funny, Weird, Rambling",Distortion,"Funny, Weird, Rambling",,,112,C,96,https://youtu.be/xHhpyQpbHtQ,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-11,01.03.2021,03. Confused,,Hartford Studio,
4458,16.03.2021,Undercover Aliens 7801 & 3100,"Hartford, CT Studio 2",NFTs,"Electric Guitar, Synths, Drums, Drum Machine",Electric Guitar,"Synths, Drums, Drum Machine",Excited,Clean,Rock,"Fun, Funny",Fun,Funny,,,128,D,77,https://youtu.be/pYYG-vwaBaA,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-11,01.03.2021,13. Excited,1,Hartford Studio,1
4459,17.03.2021,Cardiology Appointment,"Hartford, CT Studio 2",Life,"Electric Guitar, Piano, Drums, Drum Machine",Electric Guitar,"Piano, Drums, Drum Machine",Anxious,Shadow,Rock,"Wistful, Driving, Anthem",Wistful,"Driving, Anthem",,,90,D,120,https://youtu.be/iVJ905ppXkw,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-11,01.03.2021,02. Anxious,-1,Hartford Studio,-1
4460,18.03.2021,Fatuous Popinjay,"Hartford, CT Studio 2",Podcast,"Synths, Drum Machine",Synths,Drum Machine,Silly,Shadow,Electro,"Funny, 80s",Funny,80s,,Kara Swisher,79,Am,98,https://youtu.be/DmR7OI6W1WI,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-11,01.03.2021,11. Silly,1,Hartford Studio,1
4461,19.03.2021,Don't Look At Me Like That,"Hartford, CT Studio 2",Poetic,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Anxious,Shadow,Rock,"Dreamy, Rambling, Frustrated",Dreamy,"Rambling, Frustrated",Improv,,137,A,90,https://youtu.be/5-HxyFFG-LY,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-11,01.03.2021,02. Anxious,-1,Hartford Studio,-1
4462,20.03.2021,JupiterJumping On The Rocks,"Hartford, CT Studio 2",Jupiter,"Synths, Drum Machine",Synths,Drum Machine,Excited,Clean,Electro,"Fun, 80s, Driving",Fun,"80s, Driving",,,57,Am,120,https://youtu.be/TqbWKjWjuEo,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-11,01.03.2021,13. Excited,1,Hartford Studio,1
4463,21.03.2021,I'm Not Really Here,"Hartford, CT Studio 2",Poetic,"Electric Guitar, Drum Machine",Electric Guitar,Drum Machine,Chill,Shadow,Folk,"Autotune, Dreamy, Rambling",Autotune,"Dreamy, Rambling",,,171,Am,117,https://youtu.be/_ctK5wddRLo,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-12,01.03.2021,09. Chill,,Hartford Studio,
4464,22.03.2021,Lil Bit of Consensus ,"Hartford, CT Studio 2",Poetic,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Pensive,Shadow,Rock,"Groovy, Fun",Groovy,Fun,,,109,B,108,https://youtu.be/0degmQJmIQc,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-12,01.03.2021,04. Pensive,,Hartford Studio,
4465,23.03.2021,Self-Propelled Marionettes,"Hartford, CT Studio 2",Poetic,"Synths, Drum Machine",Synths,Drum Machine,Anxious,Shadow,Electro,"Weird, Dark",Weird,Dark,,,88,Bb,114,https://youtu.be/NDZu6orLkz0,"Background, Location, Mood, Topic, Beard, Instrument",2021-03,2021-12,01.03.2021,02. Anxious,-1,Hartford Studio,-1
4466,24.03.2021,I Am The Captain of The Ever Given,"Hartford, CT Studio 2",Hero,"Acoustic Guitar, Bass, Drums",Acoustic Guitar,"Bass, Drums",Chill,Shadow,Folk,"Frustrated, Narrative",Frustrated,Narrative,,,126,F,114,https://youtu.be/le8VogN9FRo,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-12,01.03.2021,09. Chill,,Hartford Studio,
4467,25.03.2021,There's Only One CryptoPunks,"Hartford, CT Studio 2",CryptoPunks,"Synths, Drum Machine",Synths,Drum Machine,Silly,Shadow,Electro,Funny,Funny,,NFTs,Ethereum,110,C,126,https://youtu.be/zW2qZMmMKPA,"Background, Location, Topic, Mood, Beard, Instrument",2021-03,2021-12,01.03.2021,11. Silly,1,Hartford Studio,1
